R2,MAE,RMSE,protocol,fold,seed,n_test,best_epoch,key,exp,model,n_train,PICP_1sigma,PICP_2sigma,sharpness_mean_sigma,ECE,MCE,NLL
0.9791749119758606,5.146628379821777,6.56841948428116,loco,16,0,583,177.0,E3|EnergyPhasePINN|loco|16|0,E3,EnergyPhasePINN,,,,,,,
0.9769595265388489,5.468634128570557,6.90896760109557,loco,16,1,583,102.0,E3|EnergyPhasePINN|loco|16|1,E3,EnergyPhasePINN,,,,,,,
0.9447591304779053,8.092630386352539,10.697872014433853,loco,16,2,583,38.0,E3|EnergyPhasePINN|loco|16|2,E3,EnergyPhasePINN,,,,,,,
0.9325520992279053,9.67178726196289,11.820924368664555,loco,16,3,583,37.0,E3|EnergyPhasePINN|loco|16|3,E3,EnergyPhasePINN,,,,,,,
0.9742549657821655,5.677414894104004,7.303213629717336,loco,16,4,583,128.0,E3|EnergyPhasePINN|loco|16|4,E3,EnergyPhasePINN,,,,,,,
0.9398104548454285,8.934867858886719,11.076781284207252,loco,17,0,580,132.0,E3|EnergyPhasePINN|loco|17|0,E3,EnergyPhasePINN,,,,,,,
0.9220014810562134,9.943790435791016,12.609456077419017,loco,17,1,580,116.0,E3|EnergyPhasePINN|loco|17|1,E3,EnergyPhasePINN,,,,,,,
0.9526481628417969,7.435028076171875,9.824747205593058,loco,17,2,580,35.0,E3|EnergyPhasePINN|loco|17|2,E3,EnergyPhasePINN,,,,,,,
0.9546020030975342,7.81522274017334,9.619923231171484,loco,17,3,580,37.0,E3|EnergyPhasePINN|loco|17|3,E3,EnergyPhasePINN,,,,,,,
0.9772388935089111,5.515152931213379,6.811609332455734,loco,17,4,580,152.0,E3|EnergyPhasePINN|loco|17|4,E3,EnergyPhasePINN,,,,,,,
0.9762958884239197,5.311188697814941,6.847475196372851,loco,0,0,557,355.0,E3|PhasePINN|loco|0|0,E3,PhasePINN,,,,,,,
0.9647507071495056,6.65222692489624,8.350143668943199,loco,0,1,557,103.0,E3|PhasePINN|loco|0|1,E3,PhasePINN,,,,,,,
0.9626390337944031,6.5645952224731445,8.596620614307003,loco,0,2,557,102.0,E3|PhasePINN|loco|0|2,E3,PhasePINN,,,,,,,
0.9737974405288696,5.555575370788574,7.199305649231368,loco,0,3,557,85.0,E3|PhasePINN|loco|0|3,E3,PhasePINN,,,,,,,
0.9600891470909119,7.074830532073975,8.885139368581738,loco,0,4,557,82.0,E3|PhasePINN|loco|0|4,E3,PhasePINN,,,,,,,
0.9790366888046265,5.232176303863525,6.746920978341771,loco,1,0,597,448.0,E3|PhasePINN|loco|1|0,E3,PhasePINN,,,,,,,
0.9820824861526489,4.724655628204346,6.237557499989385,loco,1,1,597,94.0,E3|PhasePINN|loco|1|1,E3,PhasePINN,,,,,,,
0.9743368625640869,5.661120414733887,7.465012129756529,loco,1,2,597,66.0,E3|PhasePINN|loco|1|2,E3,PhasePINN,,,,,,,
0.981736958026886,4.850198268890381,6.297415054675181,loco,1,3,597,99.0,E3|PhasePINN|loco|1|3,E3,PhasePINN,,,,,,,
0.9795276522636414,5.037482261657715,6.667444406284066,loco,1,4,597,72.0,E3|PhasePINN|loco|1|4,E3,PhasePINN,,,,,,,
0.9713948965072632,5.785073280334473,7.549163408223622,loco,2,0,556,223.0,E3|PhasePINN|loco|2|0,E3,PhasePINN,,,,,,,
0.9636622667312622,6.817464351654053,8.508551391238331,loco,2,1,556,102.0,E3|PhasePINN|loco|2|1,E3,PhasePINN,,,,,,,
0.9606491923332214,6.739953994750977,8.8542879223468,loco,2,2,556,115.0,E3|PhasePINN|loco|2|2,E3,PhasePINN,,,,,,,
0.9700643420219421,6.064904689788818,7.72273972909484,loco,2,3,556,107.0,E3|PhasePINN|loco|2|3,E3,PhasePINN,,,,,,,
0.9540172219276428,7.4377827644348145,9.571378288868997,loco,2,4,556,79.0,E3|PhasePINN|loco|2|4,E3,PhasePINN,,,,,,,
0.9739281535148621,5.433467864990234,7.217304563925304,loco,3,0,579,174.0,E3|PhasePINN|loco|3|0,E3,PhasePINN,,,,,,,
0.9770062565803528,5.101720809936523,6.777881823020813,loco,3,1,579,107.0,E3|PhasePINN|loco|3|1,E3,PhasePINN,,,,,,,
0.9711235165596008,5.7824506759643555,7.595585856239907,loco,3,2,579,135.0,E3|PhasePINN|loco|3|2,E3,PhasePINN,,,,,,,
0.9681064486503601,6.061171054840088,7.98252892101579,loco,3,3,579,134.0,E3|PhasePINN|loco|3|3,E3,PhasePINN,,,,,,,
0.970084547996521,5.834641456604004,7.7310201747968055,loco,3,4,579,83.0,E3|PhasePINN|loco|3|4,E3,PhasePINN,,,,,,,
0.9351791739463806,8.9046630859375,11.607145647321094,loco,4,0,1126,211.0,E3|PhasePINN|loco|4|0,E3,PhasePINN,,,,,,,
0.9441025257110596,9.324377059936523,10.778648350044,loco,4,1,1126,525.0,E3|PhasePINN|loco|4|1,E3,PhasePINN,,,,,,,
0.7659260034561157,19.341135025024414,22.056915873299168,loco,4,2,1126,101.0,E3|PhasePINN|loco|4|2,E3,PhasePINN,,,,,,,
0.8800691366195679,13.358689308166504,15.78824054252756,loco,4,3,1126,108.0,E3|PhasePINN|loco|4|3,E3,PhasePINN,,,,,,,
0.9592840671539307,7.246710300445557,9.19920796841194,loco,4,4,1126,84.0,E3|PhasePINN|loco|4|4,E3,PhasePINN,,,,,,,
0.9740014672279358,6.129238605499268,8.101198046587866,loco,5,0,560,172.0,E3|PhasePINN|loco|5|0,E3,PhasePINN,,,,,,,
0.9657241106033325,7.068811893463135,9.301846343492738,loco,5,1,560,57.0,E3|PhasePINN|loco|5|1,E3,PhasePINN,,,,,,,
0.9587258696556091,8.08963394165039,10.20736536120793,loco,5,2,560,39.0,E3|PhasePINN|loco|5|2,E3,PhasePINN,,,,,,,
0.9577481150627136,8.062883377075195,10.327565418960567,loco,5,3,560,89.0,E3|PhasePINN|loco|5|3,E3,PhasePINN,,,,,,,
0.9640018343925476,7.279314994812012,9.532682317455425,loco,5,4,560,530.0,E3|PhasePINN|loco|5|4,E3,PhasePINN,,,,,,,
0.9764227867126465,5.753292560577393,7.568207155727303,loco,6,0,465,230.0,E3|PhasePINN|loco|6|0,E3,PhasePINN,,,,,,,
0.974917471408844,5.831432342529297,7.806073284363247,loco,6,1,465,800.0,E3|PhasePINN|loco|6|1,E3,PhasePINN,,,,,,,
0.9594215750694275,7.947452545166016,9.928747773442169,loco,6,2,465,39.0,E3|PhasePINN|loco|6|2,E3,PhasePINN,,,,,,,
0.9742711782455444,6.335366249084473,7.905994516700331,loco,6,3,465,77.0,E3|PhasePINN|loco|6|3,E3,PhasePINN,,,,,,,
0.9763296246528625,5.706157684326172,7.583149107766839,loco,6,4,465,611.0,E3|PhasePINN|loco|6|4,E3,PhasePINN,,,,,,,
0.9839655756950378,4.888312339782715,6.218343596861068,loco,7,0,373,154.0,E3|PhasePINN|loco|7|0,E3,PhasePINN,,,,,,,
0.985386848449707,4.528344631195068,5.936357890257351,loco,7,1,373,535.0,E3|PhasePINN|loco|7|1,E3,PhasePINN,,,,,,,
0.9798504114151001,5.352057456970215,6.9707813809000445,loco,7,2,373,60.0,E3|PhasePINN|loco|7|2,E3,PhasePINN,,,,,,,
0.9832106828689575,5.1570892333984375,6.363041750883482,loco,7,3,373,77.0,E3|PhasePINN|loco|7|3,E3,PhasePINN,,,,,,,
0.9850412011146545,4.668012619018555,6.006149637294776,loco,7,4,373,252.0,E3|PhasePINN|loco|7|4,E3,PhasePINN,,,,,,,
0.9814924001693726,4.896469593048096,6.905988455260366,loco,8,0,318,86.0,E3|PhasePINN|loco|8|0,E3,PhasePINN,,,,,,,
0.9802511930465698,5.025123596191406,7.1338074440428825,loco,8,1,318,363.0,E3|PhasePINN|loco|8|1,E3,PhasePINN,,,,,,,
0.9717367887496948,6.393504619598389,8.534176502692077,loco,8,2,318,85.0,E3|PhasePINN|loco|8|2,E3,PhasePINN,,,,,,,
0.9770574569702148,5.518592357635498,7.68903465769827,loco,8,3,318,115.0,E3|PhasePINN|loco|8|3,E3,PhasePINN,,,,,,,
0.9789164066314697,5.30826997756958,7.370940303367715,loco,8,4,318,411.0,E3|PhasePINN|loco|8|4,E3,PhasePINN,,,,,,,
0.9859760999679565,4.643246173858643,5.996402615721695,loco,9,0,284,84.0,E3|PhasePINN|loco|9|0,E3,PhasePINN,,,,,,,
0.9849562048912048,4.661149024963379,6.210615348858324,loco,9,1,284,393.0,E3|PhasePINN|loco|9|1,E3,PhasePINN,,,,,,,
0.984367847442627,4.730431079864502,6.330906386244131,loco,9,2,284,107.0,E3|PhasePINN|loco|9|2,E3,PhasePINN,,,,,,,
0.9861969351768494,4.591502666473389,5.948996246044304,loco,9,3,284,76.0,E3|PhasePINN|loco|9|3,E3,PhasePINN,,,,,,,
0.9852306246757507,4.700722694396973,6.153711405525937,loco,9,4,284,322.0,E3|PhasePINN|loco|9|4,E3,PhasePINN,,,,,,,
0.9688325524330139,6.592449188232422,9.548376087109206,loco,10,0,228,82.0,E3|PhasePINN|loco|10|0,E3,PhasePINN,,,,,,,
0.9823938012123108,5.205237865447998,7.17647788747271,loco,10,1,228,68.0,E3|PhasePINN|loco|10|1,E3,PhasePINN,,,,,,,
0.9460530281066895,9.788987159729004,12.562100987716423,loco,10,2,228,41.0,E3|PhasePINN|loco|10|2,E3,PhasePINN,,,,,,,
0.966321587562561,7.87829065322876,9.925549116726726,loco,10,3,228,84.0,E3|PhasePINN|loco|10|3,E3,PhasePINN,,,,,,,
0.9682984352111816,7.510960578918457,9.629844734310808,loco,10,4,228,315.0,E3|PhasePINN|loco|10|4,E3,PhasePINN,,,,,,,
0.9813269972801208,4.91895055770874,6.480886968968138,loco,11,0,469,77.0,E3|PhasePINN|loco|11|0,E3,PhasePINN,,,,,,,
0.9818273782730103,4.931931495666504,6.393465413521565,loco,11,1,469,330.0,E3|PhasePINN|loco|11|1,E3,PhasePINN,,,,,,,
0.9483442306518555,8.278621673583984,10.779207163231955,loco,11,2,469,38.0,E3|PhasePINN|loco|11|2,E3,PhasePINN,,,,,,,
0.983677864074707,4.565221309661865,6.0592145374253645,loco,11,3,469,140.0,E3|PhasePINN|loco|11|3,E3,PhasePINN,,,,,,,
0.9799037575721741,5.342615604400635,6.723334021706169,loco,11,4,469,284.0,E3|PhasePINN|loco|11|4,E3,PhasePINN,,,,,,,
0.9725294709205627,5.676083564758301,7.448489236942065,loco,12,0,456,104.0,E3|PhasePINN|loco|12|0,E3,PhasePINN,,,,,,,
0.9499145150184631,7.733525276184082,10.057517008509846,loco,12,1,456,107.0,E3|PhasePINN|loco|12|1,E3,PhasePINN,,,,,,,
0.9730768799781799,5.745581150054932,7.3739030959795295,loco,12,2,456,88.0,E3|PhasePINN|loco|12|2,E3,PhasePINN,,,,,,,
0.9633224606513977,6.528872966766357,8.606663770293505,loco,12,3,456,145.0,E3|PhasePINN|loco|12|3,E3,PhasePINN,,,,,,,
0.956574559211731,7.097515106201172,9.36498569957906,loco,12,4,456,73.0,E3|PhasePINN|loco|12|4,E3,PhasePINN,,,,,,,
0.9750181436538696,5.325809001922607,6.8542124583406565,loco,13,0,463,221.0,E3|PhasePINN|loco|13|0,E3,PhasePINN,,,,,,,
0.971544086933136,6.027454376220703,7.315285698193298,loco,13,1,463,69.0,E3|PhasePINN|loco|13|1,E3,PhasePINN,,,,,,,
0.9713793396949768,5.766520977020264,7.336433044531554,loco,13,2,463,88.0,E3|PhasePINN|loco|13|2,E3,PhasePINN,,,,,,,
0.9729700684547424,5.406707763671875,7.1296342201089695,loco,13,3,463,81.0,E3|PhasePINN|loco|13|3,E3,PhasePINN,,,,,,,
0.9753702282905579,5.341858386993408,6.8057405027141025,loco,13,4,463,579.0,E3|PhasePINN|loco|13|4,E3,PhasePINN,,,,,,,
0.93936687707901,7.451196193695068,9.538662188953987,loco,14,0,462,74.0,E3|PhasePINN|loco|14|0,E3,PhasePINN,,,,,,,
0.9128205180168152,9.376327514648438,11.437726795053344,loco,14,1,462,108.0,E3|PhasePINN|loco|14|1,E3,PhasePINN,,,,,,,
0.937267005443573,7.5654425621032715,9.70242872212469,loco,14,2,462,381.0,E3|PhasePINN|loco|14|2,E3,PhasePINN,,,,,,,
0.9574682116508484,5.953560829162598,7.988945237150976,loco,14,3,462,192.0,E3|PhasePINN|loco|14|3,E3,PhasePINN,,,,,,,
0.9477203488349915,6.920252323150635,8.857248094698214,loco,14,4,462,86.0,E3|PhasePINN|loco|14|4,E3,PhasePINN,,,,,,,
0.9794197678565979,5.069268703460693,6.75962905723791,loco,15,0,583,138.0,E3|PhasePINN|loco|15|0,E3,PhasePINN,,,,,,,
0.9810537099838257,4.754787921905518,6.485747925063149,loco,15,1,583,122.0,E3|PhasePINN|loco|15|1,E3,PhasePINN,,,,,,,
0.9016176462173462,12.129463195800781,14.779390181787198,loco,15,2,583,40.0,E3|PhasePINN|loco|15|2,E3,PhasePINN,,,,,,,
0.9799307584762573,4.975522994995117,6.675185800316722,loco,15,3,583,94.0,E3|PhasePINN|loco|15|3,E3,PhasePINN,,,,,,,
0.9796574711799622,5.053772449493408,6.720477498664704,loco,15,4,583,299.0,E3|PhasePINN|loco|15|4,E3,PhasePINN,,,,,,,
0.9610618352890015,6.949942588806152,8.981624918779486,loco,16,0,583,136.0,E3|PhasePINN|loco|16|0,E3,PhasePINN,,,,,,,
0.9741214513778687,5.7559919357299805,7.3221241796654475,loco,16,1,583,267.0,E3|PhasePINN|loco|16|1,E3,PhasePINN,,,,,,,
0.8955012559890747,11.835821151733398,14.713732080718476,loco,16,2,583,40.0,E3|PhasePINN|loco|16|2,E3,PhasePINN,,,,,,,
0.9740595817565918,5.755489349365234,7.330870156883156,loco,16,3,583,231.0,E3|PhasePINN|loco|16|3,E3,PhasePINN,,,,,,,
0.9783192276954651,5.271615028381348,6.702000379142876,loco,16,4,583,268.0,E3|PhasePINN|loco|16|4,E3,PhasePINN,,,,,,,
0.9616761803627014,6.828202247619629,8.838683277644897,loco,17,0,580,108.0,E3|PhasePINN|loco|17|0,E3,PhasePINN,,,,,,,
0.9548924565315247,7.150320529937744,9.589098669502626,loco,17,1,580,90.0,E3|PhasePINN|loco|17|1,E3,PhasePINN,,,,,,,
0.9433830976486206,8.944031715393066,10.743014172736858,loco,17,2,580,443.0,E3|PhasePINN|loco|17|2,E3,PhasePINN,,,,,,,
0.9062446355819702,11.601520538330078,13.82455539643788,loco,17,3,580,101.0,E3|PhasePINN|loco|17|3,E3,PhasePINN,,,,,,,
